512 200 0.005 1.0 1e-6
480 12.000000 24.020868 -9.949769 0.075050 0.181188
481 13.000000 25.533917 -10.211223 0.070807 0.177059
482 14.000000 27.056791 -10.436956 0.066831 0.173252
483 15.000000 18.746780 -6.968374 0.077909 0.209595
484 5.000000 20.243197 -7.243132 0.072656 0.203059
485 6.000000 21.748968 -7.482137 0.067832 0.197173
486 7.000000 23.263440 -7.685203 0.063373 0.191834
487 8.000000 24.785957 -7.852155 0.059228 0.186959
488 9.000000 26.315859 -7.982829 0.055355 0.182481
489 10.000000 27.852485 -8.077071 0.051720 0.178347
490 11.000000 19.275521 -5.334255 0.059639 0.215507
491 12.000000 20.789994 -5.479612 0.054966 0.208544
492 13.000000 22.310719 -5.588544 0.050665 0.202265
493 14.000000 23.837029 -5.660924 0.046681 0.196564
494 15.000000 25.368255 -5.696632 0.042969 0.191351
495 5.000000 26.903728 -5.695563 0.039495 0.186558
496 6.000000 28.442773 -5.657619 0.036227 0.182127
497 7.000000 19.662110 -3.660798 0.040929 0.219829
498 8.000000 21.183469 -3.675681 0.036871 0.212490
499 9.000000 22.707933 -3.653737 0.033124 0.205867
500 10.000000 24.234824 -3.594897 0.029644 0.199844
501 11.000000 25.763469 -3.499098 0.026393 0.194332
502 12.000000 27.293187 -3.366294 0.023343 0.189258
503 13.000000 28.823302 -3.196444 0.020468 0.184564
504 14.000000 19.903695 -1.960343 0.021917 0.222530
505 15.000000 21.420721 -1.844642 0.018504 0.214870
506 5.000000 22.937681 -1.691985 0.015339 0.207949
507 6.000000 24.453894 -1.502358 0.012389 0.201650
508 7.000000 25.968682 -1.275760 0.009623 0.195880
509 8.000000 27.481366 -1.012199 0.007019 0.190563
510 9.000000 28.991266 -0.711696 0.004557 0.185639
511 10.000000 19.998494 -0.245431 0.002744 0.223590
